id	kind	layer	name
COMPLEX:P15260_P38484	Gene	transcriptomic	COMPLEX:P15260_P38484
P01574	Gene	transcriptomic	P01574
Q66LE6	Gene	transcriptomic	Q66LE6
P09914	Gene	transcriptomic	P09914
Q9Y2T4	Gene	transcriptomic	Q9Y2T4
P05161	Gene	transcriptomic	P05161
P13501	Gene	transcriptomic	P13501
P25963	Gene	transcriptomic	P25963
P09493	Gene	transcriptomic	P09493
Q9UQE7	Gene	transcriptomic	Q9UQE7
P46821	Gene	transcriptomic	P46821
P01111	Gene	transcriptomic	P01111
P11717	Gene	transcriptomic	P11717
P01344	Gene	transcriptomic	P01344
P36888	Gene	transcriptomic	P36888
P10721	Gene	transcriptomic	P10721
Q9Y3F4	Gene	transcriptomic	Q9Y3F4
P46734	Gene	transcriptomic	P46734
P58753	Gene	transcriptomic	P58753
P68431	Gene	transcriptomic	P68431
Q86XR7	Gene	transcriptomic	Q86XR7
Q8IUC6	Gene	transcriptomic	Q8IUC6
O43318	Gene	transcriptomic	O43318
Q08209	Gene	transcriptomic	Q08209
P53805	Gene	transcriptomic	P53805
Q9NWZ3	Gene	transcriptomic	Q9NWZ3
O14733	Gene	transcriptomic	O14733
P52564	Gene	transcriptomic	P52564
Q12778	Gene	transcriptomic	Q12778
O95352	Gene	transcriptomic	O95352
P19105	Gene	transcriptomic	P19105
Q9Y2G2	Gene	transcriptomic	Q9Y2G2
P51397	Gene	transcriptomic	P51397
Q02045	Gene	transcriptomic	Q02045
P20042	Gene	transcriptomic	P20042
P41091	Gene	transcriptomic	P41091
P17643	Gene	transcriptomic	P17643
O15205	Gene	transcriptomic	O15205
P0C0S5	Gene	transcriptomic	P0C0S5
P13611	Gene	transcriptomic	P13611
P11473	Gene	transcriptomic	P11473
O43715	Gene	transcriptomic	O43715
Q8IYM9	Gene	transcriptomic	Q8IYM9
Q15843	Gene	transcriptomic	Q15843
Q14643	Gene	transcriptomic	Q14643
P27695	Gene	transcriptomic	P27695
Q14194	Gene	transcriptomic	Q14194
P14859	Gene	transcriptomic	P14859
P06899	Gene	transcriptomic	P06899
Q15233	Gene	transcriptomic	Q15233
P09874	Gene	transcriptomic	P09874
O15297	Gene	transcriptomic	O15297
Q9NUW8	Gene	transcriptomic	Q9NUW8
Q13263	Gene	transcriptomic	Q13263
Q06609	Gene	transcriptomic	Q06609
Q8IUD2	Gene	transcriptomic	Q8IUD2
Q04206	Gene	transcriptomic	Q04206
P49841	Gene	transcriptomic	P49841
O15169	Gene	transcriptomic	O15169
P08047	Gene	transcriptomic	P08047
P14060	Gene	transcriptomic	P14060
P05108	Gene	transcriptomic	P05108
O75581	Gene	transcriptomic	O75581
P63104	Gene	transcriptomic	P63104
P49675	Gene	transcriptomic	P49675
P52926	Gene	transcriptomic	P52926
P17096	Gene	transcriptomic	P17096
P29474	Gene	transcriptomic	P29474
Q13873	Gene	transcriptomic	Q13873
Q9BWQ8	Gene	transcriptomic	Q9BWQ8
Q9NYY3	Gene	transcriptomic	Q9NYY3
Q9UM63	Gene	transcriptomic	Q9UM63
P11926	Gene	transcriptomic	P11926
Q96FX8	Gene	transcriptomic	Q96FX8
O15547	Gene	transcriptomic	O15547
Q9NQR1	Gene	transcriptomic	Q9NQR1
P08581	Gene	transcriptomic	P08581
P16671	Gene	transcriptomic	P16671
Q9NPP4	Gene	transcriptomic	Q9NPP4
P15090	Gene	transcriptomic	P15090
Q92597	Gene	transcriptomic	Q92597
Q9UIH9	Gene	transcriptomic	Q9UIH9
Q15848	Gene	transcriptomic	Q15848
P00352	Gene	transcriptomic	P00352
Q86Y13	Gene	transcriptomic	Q86Y13
P06400	Gene	transcriptomic	P06400
Q92696	Gene	transcriptomic	Q92696
Q9Y478	Gene	transcriptomic	Q9Y478
O43524	Gene	transcriptomic	O43524
O75626	Gene	transcriptomic	O75626
Q5JR12	Gene	transcriptomic	Q5JR12
P49715	Gene	transcriptomic	P49715
Q9H4B4	Gene	transcriptomic	Q9H4B4
P37231	Gene	transcriptomic	P37231
P24468	Gene	transcriptomic	P24468
Q9UKV0	Gene	transcriptomic	Q9UKV0
P05121	Gene	transcriptomic	P05121
P36952	Gene	transcriptomic	P36952
P31947	Gene	transcriptomic	P31947
Q9Y6P5	Gene	transcriptomic	Q9Y6P5
Q71UM5	Gene	transcriptomic	Q71UM5
Q8NHY2	Gene	transcriptomic	Q8NHY2
Q6AZY7	Gene	transcriptomic	Q6AZY7
P29034	Gene	transcriptomic	P29034
Q9NY72	Gene	transcriptomic	Q9NY72
O00767	Gene	transcriptomic	O00767
Q9H3D4	Gene	transcriptomic	Q9H3D4
Q658P3	Gene	transcriptomic	Q658P3
Q96QD8	Gene	transcriptomic	Q96QD8
P05362	Gene	transcriptomic	P05362
O60880	Gene	transcriptomic	O60880
P42772	Gene	transcriptomic	P42772
O00220	Gene	transcriptomic	O00220
P01135	Gene	transcriptomic	P01135
Q03518	Gene	transcriptomic	Q03518
P18075	Gene	transcriptomic	P18075
Q07869	Gene	transcriptomic	Q07869
P0C7U1	Gene	transcriptomic	P0C7U1
P11388	Gene	transcriptomic	P11388
P49427	Gene	transcriptomic	P49427
P67870	Gene	transcriptomic	P67870
Q8N9B5	Gene	transcriptomic	Q8N9B5
P46695	Gene	transcriptomic	P46695
Q6PCD5	Gene	transcriptomic	Q6PCD5
P24928	Gene	transcriptomic	P24928
Q16665	Gene	transcriptomic	Q16665
O60341	Gene	transcriptomic	O60341
Q16531	Gene	transcriptomic	Q16531
Q96MU7	Gene	transcriptomic	Q96MU7
P01584	Gene	transcriptomic	P01584
Q969W1	Gene	transcriptomic	Q969W1
Q14116	Gene	transcriptomic	Q14116
O60216	Gene	transcriptomic	O60216
Q14191	Gene	transcriptomic	Q14191
P17655	Gene	transcriptomic	P17655
Q75NE6	Gene	transcriptomic	Q75NE6
P15692	Gene	transcriptomic	P15692
Q01201	Gene	transcriptomic	Q01201
P98170	Gene	transcriptomic	P98170
P07996	Gene	transcriptomic	P07996
P63208	Gene	transcriptomic	P63208
P06401	Gene	transcriptomic	P06401
Q8WXE1	Gene	transcriptomic	Q8WXE1
P13010	Gene	transcriptomic	P13010
P04035	Gene	transcriptomic	P04035
Q13085	Gene	transcriptomic	Q13085
P50750	Gene	transcriptomic	P50750
Q15047	Gene	transcriptomic	Q15047
P04792	Gene	transcriptomic	P04792
Q14526	Gene	transcriptomic	Q14526
Q8IYW5	Gene	transcriptomic	Q8IYW5
O14746	Gene	transcriptomic	O14746
Q9C0J9	Gene	transcriptomic	Q9C0J9
Q9UQF2	Gene	transcriptomic	Q9UQF2
Q96LC9	Gene	transcriptomic	Q96LC9
P27694	Gene	transcriptomic	P27694
P29274	Gene	transcriptomic	P29274
P01588	Gene	transcriptomic	P01588
O14503	Gene	transcriptomic	O14503
Q86TI0	Gene	transcriptomic	Q86TI0
O60343	Gene	transcriptomic	O60343
P18887	Gene	transcriptomic	P18887
Q7Z2E3	Gene	transcriptomic	Q7Z2E3
Q9NRG4	Gene	transcriptomic	Q9NRG4
P49682	Gene	transcriptomic	P49682
P40189	Gene	transcriptomic	P40189
Q02539	Gene	transcriptomic	Q02539
Q8TDD2	Gene	transcriptomic	Q8TDD2
O94761	Gene	transcriptomic	O94761
Q8IUF8	Gene	transcriptomic	Q8IUF8
P20749	Gene	transcriptomic	P20749
P41970	Gene	transcriptomic	P41970
O96017	Gene	transcriptomic	O96017
Q00610	Gene	transcriptomic	Q00610
Q13489	Gene	transcriptomic	Q13489
Q86TL0	Gene	transcriptomic	Q86TL0
Q9H0R8	Gene	transcriptomic	Q9H0R8
Q92547	Gene	transcriptomic	Q92547
Q99683	Gene	transcriptomic	Q99683
O95166	Gene	transcriptomic	O95166
O00273	Gene	transcriptomic	O00273
P49917	Gene	transcriptomic	P49917
P60520	Gene	transcriptomic	P60520
P23588	Gene	transcriptomic	P23588
Q96SD1	Gene	transcriptomic	Q96SD1
Q9BY44	Gene	transcriptomic	Q9BY44
Q9BQQ3	Gene	transcriptomic	Q9BQQ3
Q13464	Gene	transcriptomic	Q13464
Q9NYJ8	Gene	transcriptomic	Q9NYJ8
Q15750	Gene	transcriptomic	Q15750
Q9UER7	Gene	transcriptomic	Q9UER7
Q8IZQ1	Gene	transcriptomic	Q8IZQ1
Q13501	Gene	transcriptomic	Q13501
P00450	Gene	transcriptomic	P00450
P22830	Gene	transcriptomic	P22830
P09958	Gene	transcriptomic	P09958
P14778	Gene	transcriptomic	P14778
Q9UNQ0	Gene	transcriptomic	Q9UNQ0
Q9C0C7	Gene	transcriptomic	Q9C0C7
P42684	Gene	transcriptomic	P42684
Q9BQS8	Gene	transcriptomic	Q9BQS8
P48023	Gene	transcriptomic	P48023
P10276	Gene	transcriptomic	P10276
P13631	Gene	transcriptomic	P13631
Q7Z3C6	Gene	transcriptomic	Q7Z3C6
Q14249	Gene	transcriptomic	Q14249
Q08378	Gene	transcriptomic	Q08378
P02545	Gene	transcriptomic	P02545
Q92843	Gene	transcriptomic	Q92843
P41182	Gene	transcriptomic	P41182
Q99988	Gene	transcriptomic	Q99988
P78560	Gene	transcriptomic	P78560
P08238	Gene	transcriptomic	P08238
P11142	Gene	transcriptomic	P11142
P17931	Gene	transcriptomic	P17931
P15018	Gene	transcriptomic	P15018
Q9Y6D9	Gene	transcriptomic	Q9Y6D9
Q7Z419	Gene	transcriptomic	Q7Z419
P17936	Gene	transcriptomic	P17936
Q13568	Gene	transcriptomic	Q13568
P05787	Gene	transcriptomic	P05787
P09429	Gene	transcriptomic	P09429
P63167	Gene	transcriptomic	P63167
Q9NYG5	Gene	transcriptomic	Q9NYG5
Q9UKT4	Gene	transcriptomic	Q9UKT4
Q13105	Gene	transcriptomic	Q13105
P61081	Gene	transcriptomic	P61081
Q13617	Gene	transcriptomic	Q13617
Q9GZT9	Gene	transcriptomic	Q9GZT9
Q9H6Z9	Gene	transcriptomic	Q9H6Z9
P01730	Gene	transcriptomic	P01730
Q86YC2	Gene	transcriptomic	Q86YC2
P10242	Gene	transcriptomic	P10242
P08123	Gene	transcriptomic	P08123
P02452	Gene	transcriptomic	P02452
Q6ZW49	Gene	transcriptomic	Q6ZW49
P31751	Gene	transcriptomic	P31751
O94762	Gene	transcriptomic	O94762
P11166	Gene	transcriptomic	P11166
Q16790	Gene	transcriptomic	Q16790
Q13616	Gene	transcriptomic	Q13616
P68133	Gene	transcriptomic	P68133
P05305	Gene	transcriptomic	P05305
P01148	Gene	transcriptomic	P01148
P30968	Gene	transcriptomic	P30968
Q14653	Gene	transcriptomic	Q14653
O00429	Gene	transcriptomic	O00429
O75197	Gene	transcriptomic	O75197
Q13467	Gene	transcriptomic	Q13467
P62877	Gene	transcriptomic	P62877
Q9Y4E8	Gene	transcriptomic	Q9Y4E8
Q00653	Gene	transcriptomic	Q00653
Q04864	Gene	transcriptomic	Q04864
P01033	Gene	transcriptomic	P01033
Q15672	Gene	transcriptomic	Q15672
Q92837	Gene	transcriptomic	Q92837
Q92997	Gene	transcriptomic	Q92997
P00488	Gene	transcriptomic	P00488
P29459	Gene	transcriptomic	P29459
O14641	Gene	transcriptomic	O14641
O14640	Gene	transcriptomic	O14640
Q02880	Gene	transcriptomic	Q02880
Q92993	Gene	transcriptomic	Q92993
Q99417	Gene	transcriptomic	Q99417
P50148	Gene	transcriptomic	P50148
P08754	Gene	transcriptomic	P08754
P48039	Gene	transcriptomic	P48039
P04899	Gene	transcriptomic	P04899
O60245	Gene	transcriptomic	O60245
O00303	Gene	transcriptomic	O00303
O00716	Gene	transcriptomic	O00716
Q9BZK7	Gene	transcriptomic	Q9BZK7
O95997	Gene	transcriptomic	O95997
Q9UBK9	Gene	transcriptomic	Q9UBK9
P54274	Gene	transcriptomic	P54274
Q9NYB0	Gene	transcriptomic	Q9NYB0
Q6PJP8	Gene	transcriptomic	Q6PJP8
Q9BSI4	Gene	transcriptomic	Q9BSI4
P15407	Gene	transcriptomic	P15407
P42081	Gene	transcriptomic	P42081
P10747	Gene	transcriptomic	P10747
P33681	Gene	transcriptomic	P33681
Q9BXL7	Gene	transcriptomic	Q9BXL7
P25090	Gene	transcriptomic	P25090
P16050	Gene	transcriptomic	P16050
Q9UKV8	Gene	transcriptomic	Q9UKV8
Q9UBN7	Gene	transcriptomic	Q9UBN7
P14625	Gene	transcriptomic	P14625
Q9H853	Gene	transcriptomic	Q9H853
P28324	Gene	transcriptomic	P28324
P10412	Gene	transcriptomic	P10412
O95786	Gene	transcriptomic	O95786
P11532	Gene	transcriptomic	P11532
Q8WY36	Gene	transcriptomic	Q8WY36
Q8IY67	Gene	transcriptomic	Q8IY67
Q9H0E9	Gene	transcriptomic	Q9H0E9
Q14562	Gene	transcriptomic	Q14562
Q15596	Gene	transcriptomic	Q15596
P51531	Gene	transcriptomic	P51531
O15446	Gene	transcriptomic	O15446
Q99640	Gene	transcriptomic	Q99640
P36941	Gene	transcriptomic	P36941
P25942	Gene	transcriptomic	P25942
Q06643	Gene	transcriptomic	Q06643
P17275	Gene	transcriptomic	P17275
O43474	Gene	transcriptomic	O43474
P18146	Gene	transcriptomic	P18146
P11309	Gene	transcriptomic	P11309
Q09472	Gene	transcriptomic	Q09472
Q14451	Gene	transcriptomic	Q14451
P21860	Gene	transcriptomic	P21860
P98177	Gene	transcriptomic	P98177
P22307	Gene	transcriptomic	P22307
P35575	Gene	transcriptomic	P35575
Q92793	Gene	transcriptomic	Q92793
P06213	Gene	transcriptomic	P06213
O75469	Gene	transcriptomic	O75469
A0A2Z4LIS9	Gene	transcriptomic	A0A2Z4LIS9
P10145	Gene	transcriptomic	P10145
Q9P1Z2	Gene	transcriptomic	Q9P1Z2
Q9ULV1	Gene	transcriptomic	Q9ULV1
P68400	Gene	transcriptomic	P68400
O75150	Gene	transcriptomic	O75150
O43463	Gene	transcriptomic	O43463
O95343	Gene	transcriptomic	O95343
Q9NQB0	Gene	transcriptomic	Q9NQB0
O14627	Gene	transcriptomic	O14627
P49674	Gene	transcriptomic	P49674
O60716	Gene	transcriptomic	O60716
P61088	Gene	transcriptomic	P61088
Q96MT3	Gene	transcriptomic	Q96MT3
Q86VM9	Gene	transcriptomic	Q86VM9
Q96JM3	Gene	transcriptomic	Q96JM3
Q9NWH9	Gene	transcriptomic	Q9NWH9
O95391	Gene	transcriptomic	O95391
Q5QJE6	Gene	transcriptomic	Q5QJE6
Q12962	Gene	transcriptomic	Q12962
O76075	Gene	transcriptomic	O76075
Q15653	Gene	transcriptomic	Q15653
Q8IUQ4	Gene	transcriptomic	Q8IUQ4
P11215	Gene	transcriptomic	P11215
Q96HE7	Gene	transcriptomic	Q96HE7
P04629	Gene	transcriptomic	P04629
P01138	Gene	transcriptomic	P01138
Q13950	Gene	transcriptomic	Q13950
P17676	Gene	transcriptomic	P17676
Q12983	Gene	transcriptomic	Q12983
P16220	Gene	transcriptomic	P16220
Q07955	Gene	transcriptomic	Q07955
Q9BQ15	Gene	transcriptomic	Q9BQ15
Q5XUX0	Gene	transcriptomic	Q5XUX0
Q9BQ08	Gene	transcriptomic	Q9BQ08
Q9BXN2	Gene	transcriptomic	Q9BXN2
Q9BZP6	Gene	transcriptomic	Q9BZP6
P24394	Gene	transcriptomic	P24394
P01100	Gene	transcriptomic	P01100
P52333	Gene	transcriptomic	P52333
Q92922	Gene	transcriptomic	Q92922
Q12824	Gene	transcriptomic	Q12824
P04216	Gene	transcriptomic	P04216
Q16649	Gene	transcriptomic	Q16649
P05089	Gene	transcriptomic	P05089
Q6NXR0	Gene	transcriptomic	Q6NXR0
O75582	Gene	transcriptomic	O75582
P36507	Gene	transcriptomic	P36507
Q16695	Gene	transcriptomic	Q16695
Q96D21	Gene	transcriptomic	Q96D21
Q9H9Y6	Gene	transcriptomic	Q9H9Y6
O00141	Gene	transcriptomic	O00141
COMPLEX:O43741_P54646_Q9UGJ0	Gene	transcriptomic	COMPLEX:O43741_P54646_Q9UGJ0
P05198	Gene	transcriptomic	P05198
Q9HBH9	Gene	transcriptomic	Q9HBH9
Q9BUB5	Gene	transcriptomic	Q9BUB5
Q76MJ5	Gene	transcriptomic	Q76MJ5
Q9NZJ5	Gene	transcriptomic	Q9NZJ5
P30825	Gene	transcriptomic	P30825
P18848	Gene	transcriptomic	P18848
Q15759	Gene	transcriptomic	Q15759
O14757	Gene	transcriptomic	O14757
O75460	Gene	transcriptomic	O75460
Q96H15	Gene	transcriptomic	Q96H15
Q96D42	Gene	transcriptomic	Q96D42
P18850	Gene	transcriptomic	P18850
P10912	Gene	transcriptomic	P10912
P16471	Gene	transcriptomic	P16471
P48357	Gene	transcriptomic	P48357
Q8N5D6	Gene	transcriptomic	Q8N5D6
Q99062	Gene	transcriptomic	Q99062
Q8N2W9	Gene	transcriptomic	Q8N2W9
P42702	Gene	transcriptomic	P42702
P08887	Gene	transcriptomic	P08887
P61956	Gene	transcriptomic	P61956
Q9Y4D1	Gene	transcriptomic	Q9Y4D1
O00744	Gene	transcriptomic	O00744
O96014	Gene	transcriptomic	O96014
P08100	Gene	transcriptomic	P08100
P18846	Gene	transcriptomic	P18846
Q8IW93	Gene	transcriptomic	Q8IW93
O60353	Gene	transcriptomic	O60353
Q9BT88	Gene	transcriptomic	Q9BT88
O15354	Gene	transcriptomic	O15354
Q13155	Gene	transcriptomic	Q13155
Q9UNE7	Gene	transcriptomic	Q9UNE7
P15923	Gene	transcriptomic	P15923
P56279	Gene	transcriptomic	P56279
P51532	Gene	transcriptomic	P51532
O43541	Gene	transcriptomic	O43541
Q9BTC8	Gene	transcriptomic	Q9BTC8
Q07352	Gene	transcriptomic	Q07352
Q96NH3	Gene	transcriptomic	Q96NH3
O60583	Gene	transcriptomic	O60583
P55010	Gene	transcriptomic	P55010
P60900	Gene	transcriptomic	P60900
Q96MF7	Gene	transcriptomic	Q96MF7
Q86WJ1	Gene	transcriptomic	Q86WJ1
P58876	Gene	transcriptomic	P58876
Q9UBC3	Gene	transcriptomic	Q9UBC3
Q9Y6K1	Gene	transcriptomic	Q9Y6K1
Q9H9B1	Gene	transcriptomic	Q9H9B1
Q9ULG6	Gene	transcriptomic	Q9ULG6
Q92830	Gene	transcriptomic	Q92830
Q03164	Gene	transcriptomic	Q03164
O00255	Gene	transcriptomic	O00255
P09630	Gene	transcriptomic	P09630
P31273	Gene	transcriptomic	P31273
Q01105	Gene	transcriptomic	Q01105
P31274	Gene	transcriptomic	P31274
Q99496	Gene	transcriptomic	Q99496
P14780	Gene	transcriptomic	P14780
Q969Q1	Gene	transcriptomic	Q969Q1
P26583	Gene	transcriptomic	P26583
Q02556	Gene	transcriptomic	Q02556
Q15022	Gene	transcriptomic	Q15022
Q9UJW3	Gene	transcriptomic	Q9UJW3
Q05655	Gene	transcriptomic	Q05655
Q08945	Gene	transcriptomic	Q08945
P08833	Gene	transcriptomic	P08833
P01236	Gene	transcriptomic	P01236
O75030	Gene	transcriptomic	O75030
Q13077	Gene	transcriptomic	Q13077
Q99704	Gene	transcriptomic	Q99704
Q9NQS1	Gene	transcriptomic	Q9NQS1
P15336	Gene	transcriptomic	P15336
Q02078	Gene	transcriptomic	Q02078
P06858	Gene	transcriptomic	P06858
P14672	Gene	transcriptomic	P14672
Q9Y618	Gene	transcriptomic	Q9Y618
Q92585	Gene	transcriptomic	Q92585
P15924	Gene	transcriptomic	P15924
P51991	Gene	transcriptomic	P51991
P42768	Gene	transcriptomic	P42768
P20963	Gene	transcriptomic	P20963
P43403	Gene	transcriptomic	P43403
O43561	Gene	transcriptomic	O43561
P19174	Gene	transcriptomic	P19174
P23443	Gene	transcriptomic	P23443
Q8NC51	Gene	transcriptomic	Q8NC51
P53779	Gene	transcriptomic	P53779
O15519	Gene	transcriptomic	O15519
P49959	Gene	transcriptomic	P49959
P54132	Gene	transcriptomic	P54132
Q9UBZ9	Gene	transcriptomic	Q9UBZ9
Q8IYD8	Gene	transcriptomic	Q8IYD8
Q8N3U4	Gene	transcriptomic	Q8N3U4
Q8TAQ2	Gene	transcriptomic	Q8TAQ2
Q07889	Gene	transcriptomic	Q07889
Q9NZJ0	Gene	transcriptomic	Q9NZJ0
Q92831	Gene	transcriptomic	Q92831
Q9UGL1	Gene	transcriptomic	Q9UGL1
Q9Y5K5	Gene	transcriptomic	Q9Y5K5
P12956	Gene	transcriptomic	P12956
P0DP91	Gene	transcriptomic	P0DP91
Q03468	Gene	transcriptomic	Q03468
Q92841	Gene	transcriptomic	Q92841
O75676	Gene	transcriptomic	O75676
P62875	Gene	transcriptomic	P62875
P30876	Gene	transcriptomic	P30876
P17844	Gene	transcriptomic	P17844
Q9UJU2	Gene	transcriptomic	Q9UJU2
O15360	Gene	transcriptomic	O15360
Q13569	Gene	transcriptomic	Q13569
P01222	Gene	transcriptomic	P01222
P20393	Gene	transcriptomic	P20393
O60346	Gene	transcriptomic	O60346
P62745	Gene	transcriptomic	P62745
Q86X55	Gene	transcriptomic	Q86X55
P17181	Gene	transcriptomic	P17181
P48729	Gene	transcriptomic	P48729
P07910	Gene	transcriptomic	P07910
P01266	Gene	transcriptomic	P01266
P19544	Gene	transcriptomic	P19544
P07202	Gene	transcriptomic	P07202
P01225	Gene	transcriptomic	P01225
Q92911	Gene	transcriptomic	Q92911
P01215	Gene	transcriptomic	P01215
O95948	Gene	transcriptomic	O95948
P11686	Gene	transcriptomic	P11686
P28069	Gene	transcriptomic	P28069
P01241	Gene	transcriptomic	P01241
P07333	Gene	transcriptomic	P07333
P07288	Gene	transcriptomic	P07288
P02649	Gene	transcriptomic	P02649
P21728	Gene	transcriptomic	P21728
P08151	Gene	transcriptomic	P08151
P67809	Gene	transcriptomic	P67809
P40424	Gene	transcriptomic	P40424
P40238	Gene	transcriptomic	P40238
P13612	Gene	transcriptomic	P13612
P31277	Gene	transcriptomic	P31277
P14652	Gene	transcriptomic	P14652
P29762	Gene	transcriptomic	P29762
Q99741	Gene	transcriptomic	Q99741
Q5UIP0	Gene	transcriptomic	Q5UIP0
Q00839	Gene	transcriptomic	Q00839
P22681	Gene	transcriptomic	P22681
P07948	Gene	transcriptomic	P07948
P43405	Gene	transcriptomic	P43405
Q13469	Gene	transcriptomic	Q13469
Q12968	Gene	transcriptomic	Q12968
P35558	Gene	transcriptomic	P35558
Q9BX66	Gene	transcriptomic	Q9BX66
Q04721	Gene	transcriptomic	Q04721
O75376	Gene	transcriptomic	O75376
P15884	Gene	transcriptomic	P15884
P08684	Gene	transcriptomic	P08684
P06239	Gene	transcriptomic	P06239
Q06330	Gene	transcriptomic	Q06330
P14317	Gene	transcriptomic	P14317
Q14511	Gene	transcriptomic	Q14511
P78347	Gene	transcriptomic	P78347
Q9ULZ2	Gene	transcriptomic	Q9ULZ2
Q8IV61	Gene	transcriptomic	Q8IV61
P20813	Gene	transcriptomic	P20813
Q06187	Gene	transcriptomic	Q06187
Q15796	Gene	transcriptomic	Q15796
Q9UBE8	Gene	transcriptomic	Q9UBE8
P33552	Gene	transcriptomic	P33552
P06746	Gene	transcriptomic	P06746
P39748	Gene	transcriptomic	P39748
P27540	Gene	transcriptomic	P27540
Q96FI4	Gene	transcriptomic	Q96FI4
Q969S2	Gene	transcriptomic	Q969S2
Q9BQA5	Gene	transcriptomic	Q9BQA5
Q9UNS1	Gene	transcriptomic	Q9UNS1
Q9BVW5	Gene	transcriptomic	Q9BVW5
Q9H400	Gene	transcriptomic	Q9H400
P42681	Gene	transcriptomic	P42681
Q9Y3P8	Gene	transcriptomic	Q9Y3P8
P17948	Gene	transcriptomic	P17948
P35368	Gene	transcriptomic	P35368
P35318	Gene	transcriptomic	P35318
P54278	Gene	transcriptomic	P54278
P09601	Gene	transcriptomic	P09601
P02786	Gene	transcriptomic	P02786
P02787	Gene	transcriptomic	P02787
P00558	Gene	transcriptomic	P00558
P14618	Gene	transcriptomic	P14618
COMPLEX:P27540_Q16665	Gene	transcriptomic	COMPLEX:P27540_Q16665
P00338	Gene	transcriptomic	P00338
P17858	Gene	transcriptomic	P17858
P52789	Gene	transcriptomic	P52789
P63146	Gene	transcriptomic	P63146
P46063	Gene	transcriptomic	P46063
Q9UKI8	Gene	transcriptomic	Q9UKI8
Q86UE8	Gene	transcriptomic	Q86UE8
P19367	Gene	transcriptomic	P19367
P11169	Gene	transcriptomic	P11169
O14578	Gene	transcriptomic	O14578
Q9Y281	Gene	transcriptomic	Q9Y281
P53671	Gene	transcriptomic	P53671
P53667	Gene	transcriptomic	P53667
P68032	Gene	transcriptomic	P68032
P23528	Gene	transcriptomic	P23528
Q5FBB7	Gene	transcriptomic	Q5FBB7
Q9H816	Gene	transcriptomic	Q9H816
Q8N137	Gene	transcriptomic	Q8N137
P52630	Gene	transcriptomic	P52630
Q9BX63	Gene	transcriptomic	Q9BX63
Q9UM11	Gene	transcriptomic	Q9UM11
Q16513	Gene	transcriptomic	Q16513
Q9Y243	Gene	transcriptomic	Q9Y243
P51617	Gene	transcriptomic	P51617
P25490	Gene	transcriptomic	P25490
P43699	Gene	transcriptomic	P43699
Q9UIS9	Gene	transcriptomic	Q9UIS9
P33240	Gene	transcriptomic	P33240
P78396	Gene	transcriptomic	P78396
P35498	Gene	transcriptomic	P35498
Q9NY46	Gene	transcriptomic	Q9NY46
Q9UKL0	Gene	transcriptomic	Q9UKL0
P02763	Gene	transcriptomic	P02763
Q9UIJ7	Gene	transcriptomic	Q9UIJ7
P09972	Gene	transcriptomic	P09972
Q9NZF1	Gene	transcriptomic	Q9NZF1
P23511	Gene	transcriptomic	P23511
Q13952	Gene	transcriptomic	Q13952
Q9H7Z6	Gene	transcriptomic	Q9H7Z6
Q96J02	Gene	transcriptomic	Q96J02
Q99835	Gene	transcriptomic	Q99835
P10071	Gene	transcriptomic	P10071
Q9UMX1	Gene	transcriptomic	Q9UMX1
P10070	Gene	transcriptomic	P10070
P24941	Gene	transcriptomic	P24941
P05114	Gene	transcriptomic	P05114
Q86U86	Gene	transcriptomic	Q86U86
P49916	Gene	transcriptomic	P49916
P18858	Gene	transcriptomic	P18858
Q8TAQ5	Gene	transcriptomic	Q8TAQ5
Q14765	Gene	transcriptomic	Q14765
P16410	Gene	transcriptomic	P16410
Q99814	Gene	transcriptomic	Q99814
Q9UQC2	Gene	transcriptomic	Q9UQC2
Q8IWV1	Gene	transcriptomic	Q8IWV1
Q9UEW8	Gene	transcriptomic	Q9UEW8
P15941	Gene	transcriptomic	P15941
Q9UJU6	Gene	transcriptomic	Q9UJU6
P15498	Gene	transcriptomic	P15498
Q13094	Gene	transcriptomic	Q13094
P06241	Gene	transcriptomic	P06241
Q6PIZ9	Gene	transcriptomic	Q6PIZ9
Q9UJX3	Gene	transcriptomic	Q9UJX3
O15117	Gene	transcriptomic	O15117
O60447	Gene	transcriptomic	O60447
Q96GD4	Gene	transcriptomic	Q96GD4
Q9UQQ2	Gene	transcriptomic	Q9UQQ2
O43516	Gene	transcriptomic	O43516
Q86WV1	Gene	transcriptomic	Q86WV1
Q8WUI4	Gene	transcriptomic	Q8WUI4
Q12834	Gene	transcriptomic	Q12834
P51452	Gene	transcriptomic	P51452
P02778	Gene	transcriptomic	P02778
P10244	Gene	transcriptomic	P10244
O43187	Gene	transcriptomic	O43187
Q13111	Gene	transcriptomic	Q13111
Q9Y616	Gene	transcriptomic	Q9Y616
P30279	Gene	transcriptomic	P30279
P09884	Gene	transcriptomic	P09884
P14784	Gene	transcriptomic	P14784
Q13485	Gene	transcriptomic	Q13485
Q02224	Gene	transcriptomic	Q02224
P12755	Gene	transcriptomic	P12755
Q9HCE7	Gene	transcriptomic	Q9HCE7
O15105	Gene	transcriptomic	O15105
P12757	Gene	transcriptomic	P12757
Q14683	Gene	transcriptomic	Q14683
Q9H9S0	Gene	transcriptomic	Q9H9S0
Q9H992	Gene	transcriptomic	Q9H992
O95359	Gene	transcriptomic	O95359
