id	kind	layer	name
REACTOME:R-SSC-446203	Pathway	pathway	REACTOME:R-SSC-446203
REACTOME:R-SSC-532668	Pathway	pathway	REACTOME:R-SSC-532668
REACTOME:R-SSC-948021	Pathway	pathway	REACTOME:R-SSC-948021
REACTOME:R-SSC-4085001	Pathway	pathway	REACTOME:R-SSC-4085001
REACTOME:R-SSC-446199	Pathway	pathway	REACTOME:R-SSC-446199
REACTOME:R-SSC-446205	Pathway	pathway	REACTOME:R-SSC-446205
REACTOME:R-SSC-446210	Pathway	pathway	REACTOME:R-SSC-446210
REACTOME:R-SSC-480985	Pathway	pathway	REACTOME:R-SSC-480985
REACTOME:R-SSC-6787639	Pathway	pathway	REACTOME:R-SSC-6787639
REACTOME:R-SSC-446353	Pathway	pathway	REACTOME:R-SSC-446353
REACTOME:R-SSC-446343	Pathway	pathway	REACTOME:R-SSC-446343
REACTOME:R-SSC-446388	Pathway	pathway	REACTOME:R-SSC-446388
REACTOME:R-SSC-446652	Pathway	pathway	REACTOME:R-SSC-446652
REACTOME:R-SSC-448706	Pathway	pathway	REACTOME:R-SSC-448706
REACTOME:R-SSC-9007892	Pathway	pathway	REACTOME:R-SSC-9007892
REACTOME:R-SSC-9008059	Pathway	pathway	REACTOME:R-SSC-9008059
REACTOME:R-SSC-9012546	Pathway	pathway	REACTOME:R-SSC-9012546
REACTOME:R-SSC-9014843	Pathway	pathway	REACTOME:R-SSC-9014843
REACTOME:R-SSC-9020702	Pathway	pathway	REACTOME:R-SSC-9020702
REACTOME:R-SSC-446107	Pathway	pathway	REACTOME:R-SSC-446107
REACTOME:R-SSC-447115	Pathway	pathway	REACTOME:R-SSC-447115
REACTOME:R-SSC-8984722	Pathway	pathway	REACTOME:R-SSC-8984722
REACTOME:R-SSC-9020591	Pathway	pathway	REACTOME:R-SSC-9020591
REACTOME:R-SSC-9020933	Pathway	pathway	REACTOME:R-SSC-9020933
REACTOME:R-SSC-9020956	Pathway	pathway	REACTOME:R-SSC-9020956
REACTOME:R-SSC-448424	Pathway	pathway	REACTOME:R-SSC-448424
REACTOME:R-SSC-1266695	Pathway	pathway	REACTOME:R-SSC-1266695
REACTOME:R-SSC-449836	Pathway	pathway	REACTOME:R-SSC-449836
REACTOME:R-SSC-451927	Pathway	pathway	REACTOME:R-SSC-451927
REACTOME:R-SSC-512988	Pathway	pathway	REACTOME:R-SSC-512988
REACTOME:R-SSC-6783589	Pathway	pathway	REACTOME:R-SSC-6783589
REACTOME:R-SSC-6783783	Pathway	pathway	REACTOME:R-SSC-6783783
REACTOME:R-SSC-6785807	Pathway	pathway	REACTOME:R-SSC-6785807
REACTOME:R-SSC-8854691	Pathway	pathway	REACTOME:R-SSC-8854691
REACTOME:R-SSC-450282	Pathway	pathway	REACTOME:R-SSC-450282
REACTOME:R-SSC-450341	Pathway	pathway	REACTOME:R-SSC-450341
REACTOME:R-SSC-450302	Pathway	pathway	REACTOME:R-SSC-450302
REACTOME:R-SSC-450321	Pathway	pathway	REACTOME:R-SSC-450321
REACTOME:R-SSC-5684264	Pathway	pathway	REACTOME:R-SSC-5684264
REACTOME:R-SSC-450531	Pathway	pathway	REACTOME:R-SSC-450531
REACTOME:R-SSC-450385	Pathway	pathway	REACTOME:R-SSC-450385
REACTOME:R-SSC-450408	Pathway	pathway	REACTOME:R-SSC-450408
REACTOME:R-SSC-450513	Pathway	pathway	REACTOME:R-SSC-450513
REACTOME:R-SSC-450520	Pathway	pathway	REACTOME:R-SSC-450520
REACTOME:R-SSC-450604	Pathway	pathway	REACTOME:R-SSC-450604
REACTOME:R-SSC-451306	Pathway	pathway	REACTOME:R-SSC-451306
REACTOME:R-SSC-451307	Pathway	pathway	REACTOME:R-SSC-451307
REACTOME:R-SSC-451308	Pathway	pathway	REACTOME:R-SSC-451308
REACTOME:R-SSC-500657	Pathway	pathway	REACTOME:R-SSC-500657
REACTOME:R-SSC-8983432	Pathway	pathway	REACTOME:R-SSC-8983432
REACTOME:R-SSC-8985947	Pathway	pathway	REACTOME:R-SSC-8985947
REACTOME:R-SSC-9020558	Pathway	pathway	REACTOME:R-SSC-9020558
REACTOME:R-SSC-9020958	Pathway	pathway	REACTOME:R-SSC-9020958
REACTOME:R-SSC-912526	Pathway	pathway	REACTOME:R-SSC-912526
REACTOME:R-SSC-453274	Pathway	pathway	REACTOME:R-SSC-453274
REACTOME:R-SSC-68911	Pathway	pathway	REACTOME:R-SSC-68911
REACTOME:R-SSC-69275	Pathway	pathway	REACTOME:R-SSC-69275
REACTOME:R-SSC-453276	Pathway	pathway	REACTOME:R-SSC-453276
REACTOME:R-SSC-453279	Pathway	pathway	REACTOME:R-SSC-453279
REACTOME:R-SSC-1538133	Pathway	pathway	REACTOME:R-SSC-1538133
REACTOME:R-SSC-69206	Pathway	pathway	REACTOME:R-SSC-69206
REACTOME:R-SSC-69236	Pathway	pathway	REACTOME:R-SSC-69236
REACTOME:R-SSC-4839726	Pathway	pathway	REACTOME:R-SSC-4839726
REACTOME:R-SSC-9932444	Pathway	pathway	REACTOME:R-SSC-9932444
REACTOME:R-SSC-420499	Pathway	pathway	REACTOME:R-SSC-420499
REACTOME:R-SSC-912631	Pathway	pathway	REACTOME:R-SSC-912631
REACTOME:R-SSC-5173105	Pathway	pathway	REACTOME:R-SSC-5173105
REACTOME:R-SSC-5173214	Pathway	pathway	REACTOME:R-SSC-5173214
REACTOME:R-SSC-8931838	Pathway	pathway	REACTOME:R-SSC-8931838
REACTOME:R-SSC-913709	Pathway	pathway	REACTOME:R-SSC-913709
REACTOME:R-SSC-5205647	Pathway	pathway	REACTOME:R-SSC-5205647
REACTOME:R-SSC-5205685	Pathway	pathway	REACTOME:R-SSC-5205685
REACTOME:R-SSC-8934903	Pathway	pathway	REACTOME:R-SSC-8934903
REACTOME:R-SSC-5213460	Pathway	pathway	REACTOME:R-SSC-5213460
REACTOME:R-SSC-5675482	Pathway	pathway	REACTOME:R-SSC-5675482
REACTOME:R-SSC-5218859	Pathway	pathway	REACTOME:R-SSC-5218859
REACTOME:R-SSC-5620971	Pathway	pathway	REACTOME:R-SSC-5620971
REACTOME:R-SSC-5250924	Pathway	pathway	REACTOME:R-SSC-5250924
REACTOME:R-SSC-427359	Pathway	pathway	REACTOME:R-SSC-427359
REACTOME:R-SSC-427413	Pathway	pathway	REACTOME:R-SSC-427413
REACTOME:R-SSC-901042	Pathway	pathway	REACTOME:R-SSC-901042
REACTOME:R-SSC-418889	Pathway	pathway	REACTOME:R-SSC-418889
REACTOME:R-SSC-5357801	Pathway	pathway	REACTOME:R-SSC-5357801
REACTOME:R-SSC-5358346	Pathway	pathway	REACTOME:R-SSC-5358346
REACTOME:R-SSC-5362798	Pathway	pathway	REACTOME:R-SSC-5362798
REACTOME:R-SSC-5610787	Pathway	pathway	REACTOME:R-SSC-5610787
REACTOME:R-SSC-5632684	Pathway	pathway	REACTOME:R-SSC-5632684
REACTOME:R-SSC-5358508	Pathway	pathway	REACTOME:R-SSC-5358508
REACTOME:R-SSC-5358565	Pathway	pathway	REACTOME:R-SSC-5358565
REACTOME:R-SSC-5358606	Pathway	pathway	REACTOME:R-SSC-5358606
REACTOME:R-SSC-5362517	Pathway	pathway	REACTOME:R-SSC-5362517
REACTOME:R-SSC-5365859	Pathway	pathway	REACTOME:R-SSC-5365859
REACTOME:R-SSC-5368287	Pathway	pathway	REACTOME:R-SSC-5368287
REACTOME:R-SSC-5389840	Pathway	pathway	REACTOME:R-SSC-5389840
REACTOME:R-SSC-5419276	Pathway	pathway	REACTOME:R-SSC-5419276
REACTOME:R-SSC-9937383	Pathway	pathway	REACTOME:R-SSC-9937383
REACTOME:R-SSC-549127	Pathway	pathway	REACTOME:R-SSC-549127
REACTOME:R-SSC-561048	Pathway	pathway	REACTOME:R-SSC-561048
REACTOME:R-SSC-400206	Pathway	pathway	REACTOME:R-SSC-400206
REACTOME:R-SSC-74182	Pathway	pathway	REACTOME:R-SSC-74182
REACTOME:R-SSC-8848584	Pathway	pathway	REACTOME:R-SSC-8848584
REACTOME:R-SSC-8957322	Pathway	pathway	REACTOME:R-SSC-8957322
REACTOME:R-SSC-8964572	Pathway	pathway	REACTOME:R-SSC-8964572
REACTOME:R-SSC-8978868	Pathway	pathway	REACTOME:R-SSC-8978868
REACTOME:R-SSC-8979227	Pathway	pathway	REACTOME:R-SSC-8979227
REACTOME:R-SSC-9018678	Pathway	pathway	REACTOME:R-SSC-9018678
REACTOME:R-SSC-5576886	Pathway	pathway	REACTOME:R-SSC-5576886
REACTOME:R-SSC-5576890	Pathway	pathway	REACTOME:R-SSC-5576890
REACTOME:R-SSC-5576892	Pathway	pathway	REACTOME:R-SSC-5576892
REACTOME:R-SSC-5576893	Pathway	pathway	REACTOME:R-SSC-5576893
REACTOME:R-SSC-5576894	Pathway	pathway	REACTOME:R-SSC-5576894
REACTOME:R-SSC-5578768	Pathway	pathway	REACTOME:R-SSC-5578768
REACTOME:R-SSC-5578775	Pathway	pathway	REACTOME:R-SSC-5578775
REACTOME:R-SSC-5607764	Pathway	pathway	REACTOME:R-SSC-5607764
REACTOME:R-SSC-5607761	Pathway	pathway	REACTOME:R-SSC-5607761
REACTOME:R-SSC-5607763	Pathway	pathway	REACTOME:R-SSC-5607763
REACTOME:R-SSC-5660668	Pathway	pathway	REACTOME:R-SSC-5660668
REACTOME:R-SSC-5610780	Pathway	pathway	REACTOME:R-SSC-5610780
REACTOME:R-SSC-5610785	Pathway	pathway	REACTOME:R-SSC-5610785
REACTOME:R-SSC-5620912	Pathway	pathway	REACTOME:R-SSC-5620912
REACTOME:R-SSC-5620920	Pathway	pathway	REACTOME:R-SSC-5620920
REACTOME:R-SSC-5620924	Pathway	pathway	REACTOME:R-SSC-5620924
REACTOME:R-SSC-5620916	Pathway	pathway	REACTOME:R-SSC-5620916
REACTOME:R-SSC-5620922	Pathway	pathway	REACTOME:R-SSC-5620922
REACTOME:R-SSC-5624958	Pathway	pathway	REACTOME:R-SSC-5624958
REACTOME:R-SSC-5621480	Pathway	pathway	REACTOME:R-SSC-5621480
REACTOME:R-SSC-5621575	Pathway	pathway	REACTOME:R-SSC-5621575
REACTOME:R-SSC-5625886	Pathway	pathway	REACTOME:R-SSC-5625886
REACTOME:R-SSC-5632681	Pathway	pathway	REACTOME:R-SSC-5632681
REACTOME:R-SSC-5635838	Pathway	pathway	REACTOME:R-SSC-5635838
REACTOME:R-SSC-6804756	Pathway	pathway	REACTOME:R-SSC-6804756
REACTOME:R-SSC-6804758	Pathway	pathway	REACTOME:R-SSC-6804758
REACTOME:R-SSC-6804759	Pathway	pathway	REACTOME:R-SSC-6804759
REACTOME:R-SSC-6804760	Pathway	pathway	REACTOME:R-SSC-6804760
REACTOME:R-SSC-6806003	Pathway	pathway	REACTOME:R-SSC-6806003
REACTOME:R-SSC-6803204	Pathway	pathway	REACTOME:R-SSC-6803204
REACTOME:R-SSC-6803205	Pathway	pathway	REACTOME:R-SSC-6803205
REACTOME:R-SSC-6803207	Pathway	pathway	REACTOME:R-SSC-6803207
REACTOME:R-SSC-6803211	Pathway	pathway	REACTOME:R-SSC-6803211
REACTOME:R-SSC-5652084	Pathway	pathway	REACTOME:R-SSC-5652084
REACTOME:R-SSC-5652227	Pathway	pathway	REACTOME:R-SSC-5652227
REACTOME:R-SSC-70350	Pathway	pathway	REACTOME:R-SSC-70350
REACTOME:R-SSC-5653656	Pathway	pathway	REACTOME:R-SSC-5653656
REACTOME:R-SSC-5654687	Pathway	pathway	REACTOME:R-SSC-5654687
REACTOME:R-SSC-5654219	Pathway	pathway	REACTOME:R-SSC-5654219
REACTOME:R-SSC-5654688	Pathway	pathway	REACTOME:R-SSC-5654688
REACTOME:R-SSC-5654689	Pathway	pathway	REACTOME:R-SSC-5654689
REACTOME:R-SSC-5654693	Pathway	pathway	REACTOME:R-SSC-5654693
REACTOME:R-SSC-5654696	Pathway	pathway	REACTOME:R-SSC-5654696
REACTOME:R-SSC-5654695	Pathway	pathway	REACTOME:R-SSC-5654695
REACTOME:R-SSC-5654699	Pathway	pathway	REACTOME:R-SSC-5654699
REACTOME:R-SSC-5654700	Pathway	pathway	REACTOME:R-SSC-5654700
REACTOME:R-SSC-5654708	Pathway	pathway	REACTOME:R-SSC-5654708
REACTOME:R-SSC-5654704	Pathway	pathway	REACTOME:R-SSC-5654704
REACTOME:R-SSC-5654706	Pathway	pathway	REACTOME:R-SSC-5654706
REACTOME:R-SSC-5654710	Pathway	pathway	REACTOME:R-SSC-5654710
REACTOME:R-SSC-5654716	Pathway	pathway	REACTOME:R-SSC-5654716
REACTOME:R-SSC-5654228	Pathway	pathway	REACTOME:R-SSC-5654228
REACTOME:R-SSC-5654712	Pathway	pathway	REACTOME:R-SSC-5654712
REACTOME:R-SSC-5654719	Pathway	pathway	REACTOME:R-SSC-5654719
REACTOME:R-SSC-5654720	Pathway	pathway	REACTOME:R-SSC-5654720
REACTOME:R-SSC-5654726	Pathway	pathway	REACTOME:R-SSC-5654726
REACTOME:R-SSC-1295596	Pathway	pathway	REACTOME:R-SSC-1295596
REACTOME:R-SSC-5654727	Pathway	pathway	REACTOME:R-SSC-5654727
REACTOME:R-SSC-5654732	Pathway	pathway	REACTOME:R-SSC-5654732
REACTOME:R-SSC-5654733	Pathway	pathway	REACTOME:R-SSC-5654733
REACTOME:R-SSC-5658623	Pathway	pathway	REACTOME:R-SSC-5658623
REACTOME:R-SSC-6803529	Pathway	pathway	REACTOME:R-SSC-6803529
REACTOME:R-SSC-5660526	Pathway	pathway	REACTOME:R-SSC-5660526
REACTOME:R-SSC-5661231	Pathway	pathway	REACTOME:R-SSC-5661231
REACTOME:R-SSC-5669034	Pathway	pathway	REACTOME:R-SSC-5669034
REACTOME:R-SSC-5676590	Pathway	pathway	REACTOME:R-SSC-5676590
REACTOME:R-SSC-5676594	Pathway	pathway	REACTOME:R-SSC-5676594
REACTOME:R-SSC-5673001	Pathway	pathway	REACTOME:R-SSC-5673001
REACTOME:R-SSC-5658442	Pathway	pathway	REACTOME:R-SSC-5658442
REACTOME:R-SSC-5673000	Pathway	pathway	REACTOME:R-SSC-5673000
REACTOME:R-SSC-5674135	Pathway	pathway	REACTOME:R-SSC-5674135
REACTOME:R-SSC-5675221	Pathway	pathway	REACTOME:R-SSC-5675221
REACTOME:R-SSC-9648002	Pathway	pathway	REACTOME:R-SSC-9648002
REACTOME:R-SSC-5674499	Pathway	pathway	REACTOME:R-SSC-5674499
REACTOME:R-SSC-5218900	Pathway	pathway	REACTOME:R-SSC-5218900
REACTOME:R-SSC-5684996	Pathway	pathway	REACTOME:R-SSC-5684996
REACTOME:R-SSC-5687128	Pathway	pathway	REACTOME:R-SSC-5687128
REACTOME:R-SSC-5685942	Pathway	pathway	REACTOME:R-SSC-5685942
REACTOME:R-SSC-5693537	Pathway	pathway	REACTOME:R-SSC-5693537
REACTOME:R-SSC-5693579	Pathway	pathway	REACTOME:R-SSC-5693579
REACTOME:R-SSC-5688426	Pathway	pathway	REACTOME:R-SSC-5688426
REACTOME:R-SSC-5689603	Pathway	pathway	REACTOME:R-SSC-5689603
REACTOME:R-SSC-5689877	Pathway	pathway	REACTOME:R-SSC-5689877
REACTOME:R-SSC-5689880	Pathway	pathway	REACTOME:R-SSC-5689880
REACTOME:R-SSC-5689896	Pathway	pathway	REACTOME:R-SSC-5689896
REACTOME:R-SSC-5689901	Pathway	pathway	REACTOME:R-SSC-5689901
REACTOME:R-SSC-5693532	Pathway	pathway	REACTOME:R-SSC-5693532
REACTOME:R-SSC-5693538	Pathway	pathway	REACTOME:R-SSC-5693538
REACTOME:R-SSC-5693571	Pathway	pathway	REACTOME:R-SSC-5693571
REACTOME:R-SSC-5693606	Pathway	pathway	REACTOME:R-SSC-5693606
REACTOME:R-SSC-5693568	Pathway	pathway	REACTOME:R-SSC-5693568
REACTOME:R-SSC-5685939	Pathway	pathway	REACTOME:R-SSC-5685939
REACTOME:R-SSC-5693567	Pathway	pathway	REACTOME:R-SSC-5693567
REACTOME:R-SSC-5685938	Pathway	pathway	REACTOME:R-SSC-5685938
REACTOME:R-SSC-5693607	Pathway	pathway	REACTOME:R-SSC-5693607
REACTOME:R-SSC-5693616	Pathway	pathway	REACTOME:R-SSC-5693616
REACTOME:R-SSC-5693548	Pathway	pathway	REACTOME:R-SSC-5693548
REACTOME:R-SSC-5693565	Pathway	pathway	REACTOME:R-SSC-5693565
REACTOME:R-SSC-5696398	Pathway	pathway	REACTOME:R-SSC-5696398
REACTOME:R-SSC-5696399	Pathway	pathway	REACTOME:R-SSC-5696399
REACTOME:R-SSC-6781827	Pathway	pathway	REACTOME:R-SSC-6781827
REACTOME:R-SSC-5696394	Pathway	pathway	REACTOME:R-SSC-5696394
REACTOME:R-SSC-5696395	Pathway	pathway	REACTOME:R-SSC-5696395
REACTOME:R-SSC-5696397	Pathway	pathway	REACTOME:R-SSC-5696397
REACTOME:R-SSC-5696400	Pathway	pathway	REACTOME:R-SSC-5696400
REACTOME:R-SSC-8852135	Pathway	pathway	REACTOME:R-SSC-8852135
REACTOME:R-SSC-8876725	Pathway	pathway	REACTOME:R-SSC-8876725
REACTOME:R-SSC-8951664	Pathway	pathway	REACTOME:R-SSC-8951664
REACTOME:R-SSC-8955332	Pathway	pathway	REACTOME:R-SSC-8955332
REACTOME:R-SSC-8957275	Pathway	pathway	REACTOME:R-SSC-8957275
REACTOME:R-SSC-9857492	Pathway	pathway	REACTOME:R-SSC-9857492
REACTOME:R-SSC-9907900	Pathway	pathway	REACTOME:R-SSC-9907900
REACTOME:R-SSC-6799198	Pathway	pathway	REACTOME:R-SSC-6799198
REACTOME:R-SSC-9856872	Pathway	pathway	REACTOME:R-SSC-9856872
REACTOME:R-SSC-9864848	Pathway	pathway	REACTOME:R-SSC-9864848
REACTOME:R-SSC-9865881	Pathway	pathway	REACTOME:R-SSC-9865881
REACTOME:R-SSC-844456	Pathway	pathway	REACTOME:R-SSC-844456
REACTOME:R-SSC-629597	Pathway	pathway	REACTOME:R-SSC-629597
REACTOME:R-SSC-629594	Pathway	pathway	REACTOME:R-SSC-629594
REACTOME:R-SSC-6781823	Pathway	pathway	REACTOME:R-SSC-6781823
REACTOME:R-SSC-6782135	Pathway	pathway	REACTOME:R-SSC-6782135
REACTOME:R-SSC-6782210	Pathway	pathway	REACTOME:R-SSC-6782210
REACTOME:R-SSC-1059683	Pathway	pathway	REACTOME:R-SSC-1059683
REACTOME:R-SSC-6788467	Pathway	pathway	REACTOME:R-SSC-6788467
REACTOME:R-SSC-6804114	Pathway	pathway	REACTOME:R-SSC-6804114
REACTOME:R-SSC-6804115	Pathway	pathway	REACTOME:R-SSC-6804115
REACTOME:R-SSC-6804116	Pathway	pathway	REACTOME:R-SSC-6804116
REACTOME:R-SSC-388844	Pathway	pathway	REACTOME:R-SSC-388844
REACTOME:R-SSC-6794361	Pathway	pathway	REACTOME:R-SSC-6794361
REACTOME:R-SSC-8849932	Pathway	pathway	REACTOME:R-SSC-8849932
REACTOME:R-SSC-6799990	Pathway	pathway	REACTOME:R-SSC-6799990
REACTOME:R-SSC-6803544	Pathway	pathway	REACTOME:R-SSC-6803544
REACTOME:R-SSC-6811555	Pathway	pathway	REACTOME:R-SSC-6811555
REACTOME:R-SSC-6809371	Pathway	pathway	REACTOME:R-SSC-6809371
REACTOME:R-SSC-6804754	Pathway	pathway	REACTOME:R-SSC-6804754
REACTOME:R-SSC-6804757	Pathway	pathway	REACTOME:R-SSC-6804757
REACTOME:R-SSC-6806664	Pathway	pathway	REACTOME:R-SSC-6806664
REACTOME:R-SSC-8877627	Pathway	pathway	REACTOME:R-SSC-8877627
REACTOME:R-SSC-6806834	Pathway	pathway	REACTOME:R-SSC-6806834
REACTOME:R-SSC-6806942	Pathway	pathway	REACTOME:R-SSC-6806942
REACTOME:R-SSC-6807004	Pathway	pathway	REACTOME:R-SSC-6807004
REACTOME:R-SSC-8851805	Pathway	pathway	REACTOME:R-SSC-8851805
REACTOME:R-SSC-8851907	Pathway	pathway	REACTOME:R-SSC-8851907
REACTOME:R-SSC-8865999	Pathway	pathway	REACTOME:R-SSC-8865999
REACTOME:R-SSC-8875656	Pathway	pathway	REACTOME:R-SSC-8875656
REACTOME:R-SSC-8875791	Pathway	pathway	REACTOME:R-SSC-8875791
REACTOME:R-SSC-8875878	Pathway	pathway	REACTOME:R-SSC-8875878
REACTOME:R-SSC-9734091	Pathway	pathway	REACTOME:R-SSC-9734091
REACTOME:R-SSC-8943724	Pathway	pathway	REACTOME:R-SSC-8943724
REACTOME:R-SSC-8948747	Pathway	pathway	REACTOME:R-SSC-8948747
REACTOME:R-SSC-8948751	Pathway	pathway	REACTOME:R-SSC-8948751
REACTOME:R-SSC-6811438	Pathway	pathway	REACTOME:R-SSC-6811438
REACTOME:R-SSC-6811440	Pathway	pathway	REACTOME:R-SSC-6811440
REACTOME:R-SSC-8856688	Pathway	pathway	REACTOME:R-SSC-8856688
REACTOME:R-SSC-68867	Pathway	pathway	REACTOME:R-SSC-68867
REACTOME:R-SSC-68616	Pathway	pathway	REACTOME:R-SSC-68616
REACTOME:R-SSC-68689	Pathway	pathway	REACTOME:R-SSC-68689
REACTOME:R-SSC-68875	Pathway	pathway	REACTOME:R-SSC-68875
REACTOME:R-SSC-162658	Pathway	pathway	REACTOME:R-SSC-162658
REACTOME:R-SSC-2299718	Pathway	pathway	REACTOME:R-SSC-2299718
REACTOME:R-SSC-2465910	Pathway	pathway	REACTOME:R-SSC-2465910
REACTOME:R-SSC-68877	Pathway	pathway	REACTOME:R-SSC-68877
REACTOME:R-SSC-2500257	Pathway	pathway	REACTOME:R-SSC-2500257
REACTOME:R-SSC-2514853	Pathway	pathway	REACTOME:R-SSC-2514853
REACTOME:R-SSC-380320	Pathway	pathway	REACTOME:R-SSC-380320
REACTOME:R-SSC-9648025	Pathway	pathway	REACTOME:R-SSC-9648025
REACTOME:R-SSC-2467813	Pathway	pathway	REACTOME:R-SSC-2467813
REACTOME:R-SSC-68884	Pathway	pathway	REACTOME:R-SSC-68884
REACTOME:R-SSC-2470946	Pathway	pathway	REACTOME:R-SSC-2470946
REACTOME:R-SSC-68886	Pathway	pathway	REACTOME:R-SSC-68886
REACTOME:R-SSC-69002	Pathway	pathway	REACTOME:R-SSC-69002
REACTOME:R-SSC-68962	Pathway	pathway	REACTOME:R-SSC-68962
REACTOME:R-SSC-69052	Pathway	pathway	REACTOME:R-SSC-69052
REACTOME:R-SSC-68949	Pathway	pathway	REACTOME:R-SSC-68949
REACTOME:R-SSC-69017	Pathway	pathway	REACTOME:R-SSC-69017
REACTOME:R-SSC-69109	Pathway	pathway	REACTOME:R-SSC-69109
REACTOME:R-SSC-69091	Pathway	pathway	REACTOME:R-SSC-69091
REACTOME:R-SSC-69183	Pathway	pathway	REACTOME:R-SSC-69183
REACTOME:R-SSC-69166	Pathway	pathway	REACTOME:R-SSC-69166
REACTOME:R-SSC-69186	Pathway	pathway	REACTOME:R-SSC-69186
REACTOME:R-SSC-69190	Pathway	pathway	REACTOME:R-SSC-69190
REACTOME:R-SSC-176974	Pathway	pathway	REACTOME:R-SSC-176974
REACTOME:R-SSC-69202	Pathway	pathway	REACTOME:R-SSC-69202
REACTOME:R-SSC-187577	Pathway	pathway	REACTOME:R-SSC-187577
REACTOME:R-SSC-69200	Pathway	pathway	REACTOME:R-SSC-69200
REACTOME:R-SSC-69231	Pathway	pathway	REACTOME:R-SSC-69231
REACTOME:R-SSC-9754119	Pathway	pathway	REACTOME:R-SSC-9754119
REACTOME:R-SSC-69239	Pathway	pathway	REACTOME:R-SSC-69239
REACTOME:R-SSC-68952	Pathway	pathway	REACTOME:R-SSC-68952
REACTOME:R-SSC-69242	Pathway	pathway	REACTOME:R-SSC-69242
REACTOME:R-SSC-2468052	Pathway	pathway	REACTOME:R-SSC-2468052
REACTOME:R-SSC-69656	Pathway	pathway	REACTOME:R-SSC-69656
REACTOME:R-SSC-75815	Pathway	pathway	REACTOME:R-SSC-75815
REACTOME:R-SSC-156711	Pathway	pathway	REACTOME:R-SSC-156711
REACTOME:R-SSC-2565942	Pathway	pathway	REACTOME:R-SSC-2565942
REACTOME:R-SSC-69273	Pathway	pathway	REACTOME:R-SSC-69273
REACTOME:R-SSC-8852276	Pathway	pathway	REACTOME:R-SSC-8852276
REACTOME:R-SSC-8854050	Pathway	pathway	REACTOME:R-SSC-8854050
REACTOME:R-SSC-8854518	Pathway	pathway	REACTOME:R-SSC-8854518
REACTOME:R-SSC-8854521	Pathway	pathway	REACTOME:R-SSC-8854521
REACTOME:R-SSC-69306	Pathway	pathway	REACTOME:R-SSC-69306
REACTOME:R-SSC-9913635	Pathway	pathway	REACTOME:R-SSC-9913635
REACTOME:R-SSC-69473	Pathway	pathway	REACTOME:R-SSC-69473
REACTOME:R-SSC-75035	Pathway	pathway	REACTOME:R-SSC-75035
REACTOME:R-SSC-69481	Pathway	pathway	REACTOME:R-SSC-69481
REACTOME:R-SSC-176187	Pathway	pathway	REACTOME:R-SSC-176187
REACTOME:R-SSC-69478	Pathway	pathway	REACTOME:R-SSC-69478
REACTOME:R-SSC-69541	Pathway	pathway	REACTOME:R-SSC-69541
REACTOME:R-SSC-349425	Pathway	pathway	REACTOME:R-SSC-349425
REACTOME:R-SSC-69560	Pathway	pathway	REACTOME:R-SSC-69560
REACTOME:R-SSC-69895	Pathway	pathway	REACTOME:R-SSC-69895
REACTOME:R-SSC-69563	Pathway	pathway	REACTOME:R-SSC-69563
REACTOME:R-SSC-69580	Pathway	pathway	REACTOME:R-SSC-69580
REACTOME:R-SSC-69613	Pathway	pathway	REACTOME:R-SSC-69613
REACTOME:R-SSC-69601	Pathway	pathway	REACTOME:R-SSC-69601
REACTOME:R-SSC-69615	Pathway	pathway	REACTOME:R-SSC-69615
REACTOME:R-SSC-69618	Pathway	pathway	REACTOME:R-SSC-69618
REACTOME:R-SSC-70171	Pathway	pathway	REACTOME:R-SSC-70171
REACTOME:R-SSC-9634600	Pathway	pathway	REACTOME:R-SSC-9634600
REACTOME:R-SSC-9861559	Pathway	pathway	REACTOME:R-SSC-9861559
REACTOME:R-SSC-9861718	Pathway	pathway	REACTOME:R-SSC-9861718
REACTOME:R-SSC-70326	Pathway	pathway	REACTOME:R-SSC-70326
REACTOME:R-SSC-70263	Pathway	pathway	REACTOME:R-SSC-70263
REACTOME:R-SSC-70895	Pathway	pathway	REACTOME:R-SSC-70895
REACTOME:R-SSC-9859138	Pathway	pathway	REACTOME:R-SSC-9859138
REACTOME:R-SSC-71064	Pathway	pathway	REACTOME:R-SSC-71064
REACTOME:R-SSC-9858328	Pathway	pathway	REACTOME:R-SSC-9858328
REACTOME:R-SSC-5662702	Pathway	pathway	REACTOME:R-SSC-5662702
REACTOME:R-SSC-6798163	Pathway	pathway	REACTOME:R-SSC-6798163
REACTOME:R-SSC-70635	Pathway	pathway	REACTOME:R-SSC-70635
REACTOME:R-SSC-70688	Pathway	pathway	REACTOME:R-SSC-70688
REACTOME:R-SSC-70921	Pathway	pathway	REACTOME:R-SSC-70921
REACTOME:R-SSC-71240	Pathway	pathway	REACTOME:R-SSC-71240
REACTOME:R-SSC-71262	Pathway	pathway	REACTOME:R-SSC-71262
REACTOME:R-SSC-71288	Pathway	pathway	REACTOME:R-SSC-71288
REACTOME:R-SSC-8849175	Pathway	pathway	REACTOME:R-SSC-8849175
REACTOME:R-SSC-8963691	Pathway	pathway	REACTOME:R-SSC-8963691
REACTOME:R-SSC-8963693	Pathway	pathway	REACTOME:R-SSC-8963693
REACTOME:R-SSC-8964539	Pathway	pathway	REACTOME:R-SSC-8964539
REACTOME:R-SSC-8964540	Pathway	pathway	REACTOME:R-SSC-8964540
